Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
11,11.77143616,0,0.75,0.445638443,0.421486707,1,1,0,0.333333333,1,0,0,0.272727273,0.4,1,0.75,0.6,0.444444444,0.5,0.316176471,0.721311475,1,0,0.6,0.5,0.25,0,0.333333333,1,0.5,0.5,0.75,0.25,0.166666667,0.160524451,0.833333333,0,0.057363014,0.170212766,1,1,1,1,0.429837847,0,0,0.401801947,0.333333333,0,0.333333333,0,0.375,0.333333333,0.333333333,0.25,1,0,0.2,0.4,0.401869159,0.333333333,0.25,0.270803949,0.666666667,1,1,0,0,0,0,0,0,0,1,1,0,0.090909091,0,0.666666667,0.75,0,0,0
12,12.7512997,0.235294118,0.75,0.517503342,0.433746316,1,1,0.333333333,0.333333333,1,0,0,0.954545455,0.4,1,0.75,1,0.888888889,0.5,0.007352941,0.016393443,1,0,0.3,0.4,1,0.17875,1,1,1,1,0.75,0.25,1,0.176824947,0.833333333,0,0.075770548,0.192307692,1,1,1,1,0.478272475,0.553026634,0,0.686241624,0.333333333,0,1,0,0.5,0.333333333,1,0.75,1,0.666666667,0.8,1,0.009345794,1,0.75,0.519040903,0.666666667,1,1,0.171528588,0.038391225,0,0,0,0,0,1,1,0,0.545454545,0,1,1,0,0,0
13,11.87756858,0,0.75,0.440312596,0.450173176,1,1,1,0.333333333,1,0,0,0.272727273,0.4,1,0.75,0.6,0.444444444,0.625,0.338235294,0.770491803,1,0,0.6,0.7,0.25,0,0.333333333,1,0.5,0.5,0.75,0.25,0.666666667,0.130581148,0.833333333,0,0.074914384,0.149263502,1,0.5,1,1,0.380135924,0,0,0.3553418,0.333333333,0,0.333333333,0,0.25,0.333333333,0.333333333,0.166666667,1,0,0.2,0.4,0.429906542,0.333333333,0.25,0.248236953,0.666666667,1,1,0.16336056,0,0,0,0.366666667,0,0,1,1,0,0.727272727,0,0.666666667,0.75,1,0,0
14,12.54075757,0,0.75,0.542749941,0.411668336,1,1,0.333333333,0.333333333,1,0,0,0.636363636,0.4,1,0.75,0.6,0.666666667,0.5,0.007352941,0.016393443,0,0,1,1,1,0.19125,0.666666667,1,1,0.75,0.75,0.75,0.833333333,0,0.833333333,0,0.639554795,0.244517185,1,1,1,1,0.566920173,0,0,0.529943165,0,0,0.666666667,0,0.375,0.333333333,0.666666667,0.416666667,1,0.333333333,0.8,0.8,0.009345794,0.666666667,0.75,0.592383639,0.666666667,1,1,0.186697783,0.060329068,0,0,0,0,0,1,1,0,0.636363636,0,1,1,0,0,0
15,11.96400108,0,0.75,0.440312596,0.416531576,1,1,0.333333333,0.333333333,1,0.25,0,0.363636364,0.4,1,0.75,0.6,0.555555556,0.5,0.352941176,0.803278689,1,0,0.4,0.3,0.5,0.1325,0.333333333,1,0.5,0.5,0.75,0.25,0.333333333,0.129872431,0.833333333,0,0.22260274,0.20507365,1,0.5,1,1,0.500347536,0,0,0.467712686,0.333333333,0,0.333333333,0.5,0.25,0.333333333,0.333333333,0.25,1,0.333333333,0.4,0.8,0.448598131,0.666666667,0.25,0.248236953,0.666666667,1,1,0,0.389396709,0.31884058,0,0,0,0,0,1,0,0.363636364,0,0.666666667,0.75,1,0,0
16,11.7905572,0.147058824,0.25,0.328426367,0.303204681,1,1,0,0.333333333,1,0.25,0,0.136363636,0.4,1,0.75,0.4,0.666666667,0.875,0.573529412,0.114754098,0,0,0.2,0.1,0.25,0,0.333333333,1,0.25,0.5,0.75,0.25,0.833333333,0,0.833333333,0,0.356164384,0.136170213,1,1,1,0.666666667,0.355269524,0,0,0.332097295,0,0,0.333333333,0,0.25,0.333333333,0.333333333,0.25,1,0,0.2,0.4,0.14953271,0.333333333,0.5,0.406205924,0.666666667,1,1,0.056009335,0.204753199,0,0,0,0,0,0.75,1,0,0.545454545,0,0.666666667,0.75,0,0,0
17,11.91170158,0,0.75,0.440312596,0.422201864,1,1,0.333333333,0.333333333,1,1,0,0.363636364,0.4,1,0.75,0.6,0.555555556,0.75,0.294117647,0.672131148,0,0,0.2,0.1,0.5,0.1125,0.333333333,1,0.5,0.5,0.75,0.25,0.666666667,0.102409639,0.833333333,0,0.182363014,0.164320786,1,1,1,1,0.416506135,0,0,0.389339788,0.333333333,0,0.333333333,0,0.25,0.333333333,0.333333333,0.25,1,0.333333333,0.6,0.8,0.373831776,1,0.5,0.338504937,0.666666667,1,1,0,0,0,0,0,0,0,1,0.5,0.04516129,0.181818182,0,0.666666667,0.75,1,0,0
18,11.40756495,0.411764706,0.75,0.45606561,0.414205768,1,1,0,0.333333333,1,0,0,0.272727273,0.4,1,0.5,0.6,0.333333333,0.5,0.286764706,0.655737705,0,0,0.4,0.3,0.25,0,0.333333333,1,0,0,0.25,0,0,0,0,0,0,0,1,0.5,1,1,0.513116604,0,0,0.4796489,0,0,0.666666667,0,0.25,0.666666667,0.333333333,0.333333333,1,0,0.2,0.2,0.364485981,0.333333333,0.5,0.363892807,0.666666667,1,1,0,0,0,0,0,0,0,1,0.5,0.032258065,0.818181818,0,0.666666667,0.75,0,0,0
19,11.97665948,0,0.75,0.423859223,0.460848771,1,1,0,0.333333333,1,0,0,0.454545455,0.6,1,0.75,0.6,0.444444444,0.5,0.029411765,0.081967213,0,0,1,1,0.25,0,0.333333333,1,1,0.5,0.75,0.25,1,0.114457831,0.833333333,0,0.200342466,0.182324059,1,1,1,1,0.455850004,0,0,0.426117478,0.333333333,0,0.333333333,0.5,0.375,0.333333333,0.666666667,0.333333333,1,0,0.2,0.4,0.037383178,0.333333333,0.5,0.406205924,0.666666667,1,1,0,0.186471664,0,0,0,0,0,1,1,0,0.454545455,0,0.666666667,0.75,0,0,0
20,11.84222921,0,0.75,0.445638443,0.344561508,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.625,0.375,0.737704918,1,0,0.8,0.7,0.25,0,0.333333333,1,0.5,0.5,0.75,0.25,0.5,0.08929837,0.833333333,0,0.224743151,0.168412439,1,0.5,1,1,0.525468846,0,0,0.491195475,0,0,0.333333333,0,0.375,0.333333333,0.333333333,0.333333333,0.75,0,0.2,0.8,0.476635514,0.333333333,0.25,0.207334274,0.666666667,1,1,0,0,0,0,0,0,0,0.5,1,0,0.363636364,0,0,0,0,0,0
21,12.69250311,0.235294118,0.75,0.581341107,0.468142553,1,1,0.333333333,0.333333333,1,0.25,0,0.954545455,0.4,1,0.75,1,0.777777778,0.5,0.007352941,0.016393443,0,0,1,1,0.5,0.2375,0.666666667,1,1,1,0.75,0.75,0.833333333,0,0.833333333,0,0.495719178,0.189525368,1,1,1,1,0.470509467,0.589830508,0,0.69406961,0,0,1,0.5,0.5,0.333333333,0.666666667,0.583333333,1,0.333333333,0.8,1,0.009345794,0.666666667,0.75,0.601551481,0.666666667,1,1,0.280046674,0.281535649,0,0,0,0,0,1,1,0,0.909090909,0,1,1,0,0,0
22,11.84510278,0.147058824,0.25,0.369595419,0.341666577,1,0,0,0,1,0,0,0,0.4,1,0.75,0.4,0.666666667,0.75,0.566176471,0.950819672,0,0,0.2,0.1,0.25,0,0.333333333,1,1,0.5,0.75,0.25,0.833333333,0,0.833333333,0,0.272688356,0.104255319,1,1,1,0.333333333,0.453806255,0,0,0.424207031,0,0,0.333333333,0,0.375,0.333333333,0.666666667,0.333333333,1,0.333333333,0.8,0.8,0.719626168,0.333333333,0.25,0.197461213,0.666666667,1,0,0,0,0.371376812,0,0,0,0,0.75,1,0,0.454545455,0,0.666666667,0.75,0,0,0
23,12.34583459,0,0.75,0.471175462,0.394190548,1,1,0,0.333333333,1,0,0,0.636363636,0.4,1,0.75,0.6,0.777777778,0.5,0.044117647,0.114754098,1,0,1,1,0.5,0.175625,0.666666667,1,1,0.75,0.75,0.25,0.833333333,0,0.833333333,0,0.760702055,0.290834697,1,1,1,1,0.636380833,0,0,0.594873298,0,0,0.666666667,0,0.375,0.333333333,0.666666667,0.416666667,1,0.333333333,0.8,0.8,0.056074766,0.666666667,0.5,0.376586742,0.666666667,1,1,0.199533256,0.290676417,0,0,0,0,0,1,1,0,0.727272727,0,0.666666667,0.75,0,0,0
24,11.7745202,0.588235294,0.25,0.273780385,0.230636741,1,1,0,0.333333333,1,0,0,0.045454545,0.4,1,1,0.6,0.444444444,0.75,0.227941176,0.524590164,0,0,0.9,0.9,0.25,0,0.333333333,1,1,0.75,0.75,0.25,1,0.148830617,0.833333333,0,0.085616438,0.170212766,1,0.5,1,1,0.43704632,0,0,0.408540251,0.333333333,0,0.333333333,0,0.375,0.333333333,0.333333333,0.333333333,1,0.333333333,0.6,0.8,0.289719626,0.333333333,0.5,0.403385049,0.666666667,1,1,0.116686114,0.201096892,0,0,0,0,0,1,1,0,0.454545455,0,0.666666667,0.75,0,0,0
25,11.94470788,0,0.75,0.440312596,0.361560926,1,1,0.333333333,0.333333333,1,0,0,0.272727273,0.4,1,0.75,0.6,0.444444444,0.875,0.308823529,0.163934426,0,0,0.7,0.7,0.25,0,0.333333333,0.666666667,0.5,0.5,0.75,0.5,0.166666667,0.033309709,1,0.453188602,0.087328767,0.173486088,1,1,1,1,0.43704632,0,0,0.408540251,0.333333333,0,0.333333333,0,0.375,0.333333333,0.666666667,0.333333333,1,0.333333333,0.6,0.8,0.392523364,0.333333333,0.25,0.190409027,0.666666667,1,1,0.473745624,0.164533821,0,0,0,0,0,0.5,1,0,0.363636364,0,0.666666667,0.75,1,0,0
26,12.45410391,0,0.75,0.612936198,0.468348969,1,1,0,0.333333333,1,0.25,0,0.954545455,0.4,1,0.75,0.6,0.777777778,0.5,0.014705882,0.049180328,0,0,1,1,1,0.4,0.666666667,1,1,0.75,0.75,0.25,0.833333333,0,0.833333333,0,0.670376712,0.256301146,1,1,1,1,0.592860471,0,0,0.554191524,0,0,0.666666667,0,0.375,0.333333333,0.666666667,0.416666667,1,0.333333333,0.8,0.8,0.018691589,0.666666667,0.75,0.62764457,0.666666667,1,1,0,0.1023766,0,0,0,0,0,1,1,0,0.545454545,0,0.666666667,0.75,0,0,0
27,11.81154748,0,0.75,0.388581117,0.335012433,1,1,0,0.333333333,1,0.25,0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.75,0.433823529,0.180327869,0,0,0.2,0.1,0.25,0,0.333333333,1,0.5,0.5,0.75,0.5,0.333333333,0.041459957,0.333333333,0.329715061,0.077054795,0.147299509,1,0.5,1,1,0.375123488,0,0,0.350656297,0,0.5,0.333333333,0,0.375,0.333333333,0.666666667,0.25,1,0,0.2,0.4,0.046728972,0.333333333,0.5,0.406205924,0.666666667,1,1,0.259043174,0.058500914,0,0,0,0,0,1,1,0,0.363636364,0,0.666666667,0.75,0,0,0
28,12.63134038,0,0.75,0.570180263,0.426285377,1,1,0,0.333333333,1,0,0,0.954545455,0.4,1,0.75,0.6,0.777777778,0.5,0.022058824,0.049180328,0,0,1,1,1,0.125,0.666666667,1,1,1,0.75,0.25,1,0.215804394,0.833333333,0,0.208047945,0.27888707,1,1,1,1,0.616692235,0,0,0.576468876,0.333333333,0,0.666666667,0,0.375,0.333333333,0.666666667,0.416666667,1,0.333333333,0.8,0.8,0.018691589,0.666666667,0.75,0.544428773,0.666666667,1,1,0,0.091407678,0,0,0,0,0,1,1,0,0.363636364,0,0.666666667,0.75,0,0,0
29,12.24288662,0,0.75,0.298194064,0.49518184,1,1,0.333333333,0.333333333,1,1,0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.625,0.360294118,0.163934426,0,0,0.4,0.3,0.25,0,0.333333333,1,0.5,0.5,0.75,1,0.333333333,0.226257973,0.833333333,0,0.088613014,0.242880524,1,0.5,1,1,0.592860471,0,0,0.554191524,0.333333333,0,0.333333333,0,0.25,0.333333333,0.333333333,0.333333333,1,0.666666667,0.8,0.8,0.457943925,0.666666667,0.25,0.224964739,0.666666667,1,1,0.336056009,0.47166362,0,0,0,0,0,1,1,0,1,0,0.666666667,0.75,0,0,0
30,11.13458902,0.058823529,0.25,0.388581117,0.309622214,1,1,0.333333333,0.333333333,1,0,0,0.136363636,0.2,0,0.75,0.6,0.333333333,0.625,0.595588235,0.967213115,0,0,0.4,0.3,0.25,0,0.333333333,1,0.25,0.5,0.75,0.25,0.833333333,0,0.833333333,0,0.22260274,0.085106383,1,0.25,0,1,0.167527836,0,0,0.156600939,0,0,0.333333333,0,0.125,0.333333333,0,0.166666667,1,0,0.2,0.4,0.822429907,0.333333333,0.25,0.169252468,0.333333333,1,1,0.057176196,0,0.157608696,0,0,0,0,1,1,0,0.363636364,0,0.666666667,0.75,0,0,0
31,10.59663473,0.294117647,0,0.321096624,0.367498581,1,0.5,0,0.333333333,1,0,0,0,0.2,1,0.75,1,0.333333333,0.375,0.647058824,0.967213115,0.5,0,0.8,0.8,0.25,0,0.333333333,0,0.25,0.5,0.75,0.25,0.833333333,0,0.833333333,0,0.277825342,0.106219313,1,0.5,0,1,0.251390144,0.323486683,0,0.48533502,0,0,0.333333333,0,0.375,0.333333333,0.333333333,0.333333333,1,0,0.2,0.4,0.822429907,0.333333333,0.25,0.176304654,0.666666667,0.333333333,0,0,0.098720293,0.311594203,0,0,0,0,0.5,1,0,0.545454545,0,0.666666667,0.75,0,0,0
32,11.91404782,0,0.75,0.440312596,0.368509092,1,1,0.333333333,0.333333333,1,1,0,0.272727273,0.4,1,0.75,0.6,0.444444444,0.625,0.308823529,0.049180328,0,0,0.6,0.5,0.25,0,0.333333333,1,0.5,0.5,0.75,0.25,0.833333333,0,0.833333333,0,0.525684932,0.200981997,1,0.75,1,1,0.492720648,0,0,0.460583257,0,0,0.333333333,0.5,0.375,0.333333333,0.666666667,0.333333333,1,0,0.2,0.8,0.392523364,0.333333333,0.25,0.191114245,0.666666667,1,1,0,0.118829982,0,0,0,0,0,0.5,1,0,0.454545455,0,0.666666667,0.75,1,0,0
33,12.10015642,0,0.75,0.517503342,0.418830071,1,1,0,0.333333333,1,0.25,0,0.636363636,0.4,1,0.75,0.6,0.777777778,0.5,0.007352941,0.032786885,0,0,1,1,0.25,0,0.666666667,1,1,1,0.75,0.75,0.833333333,0,0.833333333,0,0.528253425,0.201963993,1,1,1,1,0.494565168,0,0,0.46230747,0,0,0.666666667,0,0.375,0.333333333,0.666666667,0.416666667,1,0,0.2,0.8,0.009345794,0.666666667,0.5,0.341325811,0.666666667,1,1,0,0.054844607,0,0,0,0,0,1,1,0,0,0,0.666666667,0.75,0,0,0
34,12.01672647,0,0.75,0.445638443,0.409822282,1,1,0.333333333,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.5,0.375,0.852459016,1,0,0.8,0.8,0.25,0,0.333333333,1,0.5,0.5,0.75,0.25,0.166666667,0.180368533,0.833333333,0,0.162671233,0.228805237,1,0.75,1,1,0.61580285,0,0,0.575637501,0,0.5,0.333333333,0.5,0.5,0.333333333,0.666666667,0.333333333,1,0.333333333,0.8,0.8,0.476635514,0.666666667,0.5,0.315232722,0.666666667,1,1,0,0.069469835,0,0,0,0,0,1,1,0,0.272727273,0,0.666666667,0.75,0,0,0
35,12.53357621,0.588235294,0.75,0.388581117,0.338060251,1,1,0,0.333333333,1,0,0,0.954545455,0.4,1,1,0.6,0.888888889,0.5,0.014705882,0.049180328,1,0,0.4,0.3,0.5,0.15375,1,1,1,1,0.75,0.25,1,0.204287739,0.833333333,0,0.174657534,0.255482815,1,1,1,1,0.583521876,0,0,0.545462032,0.333333333,0,0.666666667,0,0.25,0.333333333,1,0.333333333,1,0.333333333,0.8,0.8,0.018691589,1,0.5,0.392101551,0.666666667,1,1,0.236872812,0.085923218,0,0,0,0,0,1,1,0,0.636363636,0,0.666666667,0.75,0,0,0
36,12.64109656,0.235294118,0.75,0.606144448,0.456849541,1,1,0,0.333333333,1,0,0,0.954545455,0.4,1,0.75,1,0.777777778,0.5,0.014705882,0.032786885,0,0,1,1,1,0.0825,0.666666667,1,1,1,0.75,0.75,0.833333333,0,0.833333333,0,0.478167808,0.182815057,1,1,1,1,0.461915851,0.639225182,0,0.705207655,0,0,1,0.5,0.5,0.333333333,0.666666667,0.583333333,1,0.333333333,0.8,1,0.018691589,1,0.75,0.487306065,0.666666667,1,1,0.131855309,0.058500914,0,0,0,0,0,1,1,0,0.727272727,0,0.666666667,0.75,0,0,0
37,11.88448902,0,0.75,0.619605567,0.415435219,1,1,0,0.333333333,1,0.25,0,0.636363636,0.4,1,0.75,0.6,0.444444444,0.5,0.110294118,0.245901639,0,0,1,1,0.25,0,0.333333333,1,1,0.75,0.75,0.25,0.833333333,0,0.833333333,0,0.469606164,0.179541735,1,1,1,1,0.450030471,0,0,0.42067752,0,0,0.333333333,0.5,0.375,0.333333333,0.333333333,0.333333333,1,0,0.2,0.8,0.130841121,0.333333333,0.5,0.473906911,0.666666667,1,1,0.457409568,0.117001828,0,0,0,0,0,1,1,0,0.454545455,0,0.666666667,0.75,0,0,0
38,11.9381932,0,0.75,0.466207065,0.368234015,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.625,0.404411765,0.327868852,1,0,0.2,0.1,0.5,0.40625,0.333333333,1,0.5,0.5,0.75,0.25,0.166666667,0.214918498,0.833333333,0,0.035958904,0.212274959,1,0.75,1,1,0.513408493,0,0,0.47992175,0,0.5,0.333333333,0,0.375,0.333333333,0.333333333,0.25,1,0.333333333,0.6,0.8,0.514018692,1,0.5,0.351198872,0.666666667,1,1,0,0,0,0,0,0,0,1,1,0,0.818181818,0,0.666666667,0.75,0,0,0
39,11.59910316,0,0.75,0.434908997,0.353715693,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.75,0.419117647,0.06557377,0,0,1,1,0.25,0,0.333333333,0.666666667,0.5,0.5,0.75,0.25,1,0.129518072,0.833333333,0,0.139554795,0.17299509,1,0.5,1,1,0.435973763,0,0,0.407537652,0.333333333,0,0.333333333,0,0.375,0.333333333,0.666666667,0.25,1,0,0.2,0.4,0.53271028,0.333333333,0.25,0.17348378,0.666666667,1,1,0,0.095063985,0,0,0,0,0,1,1,0,0,0,0.666666667,0,0,0,0
40,11.31447453,0.411764706,0.75,0.418208121,0.300629417,1,1,0,0.333333333,1,0,0,0.227272727,0.4,1,0.5,0.6,0.333333333,0.5,0.389705882,0.885245902,0,0,0,0.7,0.25,0,0.333333333,1,1,0,0.25,0,0,0,0,0,0,0,1,0.5,0,0,0.468543575,0,0,0.437983119,0,0,0.666666667,0,0.25,0.666666667,0,0.333333333,1,0,0.2,0,0.261682243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.454545455,0,0.666666667,0.25,0,0,1
